,Unnamed: 0.1,Unnamed: 0,Event ID,Event Date,Event Type,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor Title,Actor Name Raw,Recipient Name,Recipient Country,Recipient Title,Recipient Name Raw,Country,Raw Placename,Publication Date,Language,Version
2307,2307,2307,20230329-1510-8D63E8Fb7Ec6_Accuse,2023-03-29,Accuse,-3.0,Verbal Conflict,Human_Rights,Shiromani Akali Dal,India,Political Party,Shiromani Akali Dal,Bhagwant Mann,India,Chief Minister,Bhagwant Mann,IND,"['[""[\'PB\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2308,2308,2308,20230329-0476-F324101993E3_Protest_Demo,2023-03-29,Protest,-5.0,Material Conflict,Military,Congee,,Diet,Congress Mlas,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'AS\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2309,2309,2309,20230329-2584-C9Dfa59B8216_Sanction,2023-03-29,Sanction,-6.0,Material Conflict,,Congee,,Diet,Congress Workers,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'DL\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2310,2310,2310,20230329-2584-C9Dfa59B8216_Mobilize,2023-03-29,Mobilize,-5.5,Material Conflict,,Congee,,Diet,Congress Workers,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'UP\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2311,2311,2311,20230329-4270-42A229D4Df76_Protest_Demo,2023-03-29,Protest,-5.0,Material Conflict,Election,Congee,,Diet,Congress,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'WB\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2312,2312,2312,20230329-7606-F218C28Bb52F_Sanction,2023-03-29,Sanction,-6.0,Material Conflict,,Lok Sabha Secretariat,,Government Organization,Lok Sabha Secretariat,Mohammed Faizal P. P,India,Member Of Parliament,Mohammad Faizal,IND,"['[""[\'LD\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2313,2313,2313,20230329-0476-F324101993E3_Accuse,2023-03-29,Accuse,-3.0,Verbal Conflict,Military,Congee,,Diet,Congress Mlas,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'AS\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2314,2314,2314,20230329-7606-F218C28Bb52F_Retreat,2023-03-29,Retreat,6.5,Material Cooperation,,Lok Sabha Secretariat,,Government Organization,Lok Sabha Secretariat,Mohammed Faizal P. P,India,Member Of Parliament,Mohammad Faizal,IND,"['[""[\'LD\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2315,2315,2315,20230329-7081-Bf9F95Cbcda4_Concede,2023-03-29,Concede,4.5,Verbal Cooperation,,Lok Sabha Secretariat,,Government Organization,Lok Sabha Secretariat,Mohammed Faizal P. P,India,Member Of Parliament,Mohammad Faizal,IND,"['[""[\'LD\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2316,2316,2316,20230329-7081-Bf9F95Cbcda4_Retreat,2023-03-29,Retreat,6.5,Material Cooperation,,Lok Sabha Secretariat,,Government Organization,Lok Sabha Secretariat,Mohammed Faizal P. P,India,Member Of Parliament,Mohammad Faizal,IND,"['[""[\'LD\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2317,2317,2317,20230329-7081-Bf9F95Cbcda4_Sanction,2023-03-29,Sanction,-6.0,Material Conflict,,Lok Sabha Secretariat,,Government Organization,Lok Sabha Secretariat,Mohammed Faizal P. P,India,Member Of Parliament,Mohammad Faizal,IND,"['[""[\'LD\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2318,2318,2318,20230329-7081-Bf9F95Cbcda4_Mobilize,2023-03-29,Mobilize,-5.5,Material Conflict,,Lok Sabha Secretariat,,Government Organization,Lok Sabha Secretariat,Mohammed Faizal P. P,India,Member Of Parliament,Mohammad Faizal,IND,"['[""[\'LD\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2319,2319,2319,20230329-7976-B4E847E752Db_Concede,2023-03-29,Concede,4.5,Verbal Cooperation,,Lok Sabha Secretariat,,Government Organization,Lok Sabha Secretariat,Mohammed Faizal P. P,India,Member Of Parliament,Mohammad Faizal,IND,"['[""[\'LD\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2320,2320,2320,20230329-2416-5Af74Ce70640_Accuse,2023-03-29,Accuse,-3.0,Verbal Conflict,,Himanta Biswa Sarma,India,Chief Minister,Himanta Biswa Sarma,Congee,,Diet,Congress,IND,"['[""[\'AS\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2321,2321,2321,20230329-5769-99334Dfb4Ea3_Accuse,2023-03-29,Accuse,-3.0,Verbal Conflict,,Mallikarjun Kharge,India,Member Of Parliament,Mallikarjun Kharge,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'DL\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2322,2322,2322,20230329-7976-B4E847E752Db_Mobilize,2023-03-29,Mobilize,-5.5,Material Conflict,,Lok Sabha Secretariat,,Government Organization,Lok Sabha Secretariat,Mohammed Faizal P. P,India,Member Of Parliament,Mohammad Faizal,IND,"['[""[\'LD\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2323,2323,2323,20230329-7976-B4E847E752Db_Retreat,2023-03-29,Retreat,6.5,Material Cooperation,,Lok Sabha Secretariat,,Government Organization,Lok Sabha Secretariat,Mohammed Faizal P. P,India,Member Of Parliament,Mohammad Faizal,IND,"['[""[\'LD\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2324,2324,2324,20230329-7976-B4E847E752Db_Sanction,2023-03-29,Sanction,-6.0,Material Conflict,,Lok Sabha Secretariat,,Government Organization,Lok Sabha Secretariat,Mohammed Faizal P. P,India,Member Of Parliament,Mohammad Faizal,IND,"['[""[\'LD\']""]']",2023-03-29,English,Ngec_Coder-Vers001-B1-Run-001
2325,2325,2325,20230330-3782-C22E616Ccbad_Request,2023-03-30,Request,0.0,Verbal Conflict,Election,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2023-03-30,English,Ngec_Coder-Vers001-B1-Run-001
2326,2326,2326,20230330-1282-27D5E451Fda7_Accuse,2023-03-30,Accuse,-3.0,Verbal Conflict,,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2023-03-30,English,Ngec_Coder-Vers001-B1-Run-001
2327,2327,2327,20230330-3782-C22E616Ccbad_Accuse,2023-03-30,Accuse,-3.0,Verbal Conflict,Election,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2023-03-30,English,Ngec_Coder-Vers001-B1-Run-001
2328,2328,2328,20230330-5039-Aabf33605406_Sanction_Convict,2023-03-30,Sanction,-6.0,Material Conflict,,Supreme Court,,Court Supreme,Supreme Court,Navjot Singh Sidhu,India,"Previously Held A Gov Role, So Coded As Eli.",Navjot Singh Sidhu,IND,"['[""[\'PB\']""]']",2023-03-30,English,Ngec_Coder-Vers001-B1-Run-001
2329,2329,2329,20230331-2628-14Fc75Fe1099_Sanction_Convict,2023-03-31,Sanction,-6.0,Material Conflict,,Congee,,Diet,Congress,Pinarayi Vijayan,India,Chief Minister,Cm Pinarayi Vijayan,IND,"['[""[\'KL\']""]']",2023-03-31,English,Ngec_Coder-Vers001-B1-Run-001
2330,2330,2330,20230331-5817-1375F8C2D4B6_Protest,2023-03-31,Protest,-5.0,Material Conflict,,Congee,,Diet,District Congress Unit,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'PB\']""]']",2023-03-31,English,Ngec_Coder-Vers001-B1-Run-001
2331,2331,2331,20230331-0877-Fdd8539269A4_Coerce,2023-03-31,Coerce,-7.0,Material Conflict,,Delhi High Court,India,High Court,Delhi Court,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-03-31,English,Ngec_Coder-Vers001-B1-Run-001
2332,2332,2332,20230331-9376-06A1Db0E557D_Sanction,2023-03-31,Sanction,-6.0,Material Conflict,,Gujarat,India,State,Gujarat Court,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'GA\']""]']",2023-03-31,English,Ngec_Coder-Vers001-B1-Run-001
2333,2333,2333,20230331-0151-008989B13D29_Accuse,2023-03-31,Accuse,-3.0,Verbal Conflict,,Himanta Biswa Sarma,India,Chief Minister,Himanta Biswa Sarma,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'AS\']""]']",2023-03-31,English,Ngec_Coder-Vers001-B1-Run-001
2334,2334,2334,20230331-2498-E3736B19Ec65_Accuse,2023-03-31,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-03-31,English,Ngec_Coder-Vers001-B1-Run-001
2335,2335,2335,20230331-8387-F6666B0396A0_Accuse,2023-03-31,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-03-31,English,Ngec_Coder-Vers001-B1-Run-001
2336,2336,2336,20230401-0830-C3Ca64985B86_Accuse,2023-04-01,Accuse,-3.0,Verbal Conflict,,Narendra Modi,India,Prime Minister,Pm Modi,Congee,,Diet,Congress,IND,"['[""[\'DL\']""]']",2023-04-01,English,Ngec_Coder-Vers001-B1-Run-001
2337,2337,2337,20230401-6127-E458B218543B_Accuse,2023-04-01,Accuse,-3.0,Verbal Conflict,,Narendra Modi,India,Prime Minister,Pm Modi,Congee,,Diet,Congress,IND,"['[""[\'DL\']""]']",2023-04-01,English,Ngec_Coder-Vers001-B1-Run-001
2338,2338,2338,20230401-9870-3Bb044D7E046_Accuse,2023-04-01,Accuse,-3.0,Verbal Conflict,Election,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,Congee,,Diet,Congress,IND,"['[""[\'MP\']""]']",2023-04-01,English,Ngec_Coder-Vers001-B1-Run-001
2339,2339,2339,20230401-6536-95697B1Ceb6A_Retreat,2023-04-01,Retreat,6.5,Material Cooperation,,Narendra Modi,India,Prime Minister,Pm Modi,Congee,,Diet,Congress,IND,"['[""[\'DL\']""]']",2023-04-01,English,Ngec_Coder-Vers001-B1-Run-001
2340,2340,2340,20230401-0955-Decf24Dda311_Accuse,2023-04-01,Accuse,-3.0,Verbal Conflict,,Shiromani Akali Dal,India,Political Party,Shiromani Akali Dal ( Sad ) Core Committee,Bhagwant Mann,India,Chief Minister,Bhagwant Mann,IND,"['[""[\'PB\']""]']",2023-04-01,English,Ngec_Coder-Vers001-B1-Run-001
2341,2341,2341,20230402-9521-0D3F4F105Fee_Accuse,2023-04-02,Accuse,-3.0,Verbal Conflict,Election,Congee,,Diet,Congress,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'MH\']""]']",2023-04-02,English,Ngec_Coder-Vers001-B1-Run-001
2342,2342,2342,20230402-9521-0D3F4F105Fee_Threaten,2023-04-02,Threaten,-3.5,Verbal Conflict,Election,Congee,,Diet,Congress,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'MH\']""]']",2023-04-02,English,Ngec_Coder-Vers001-B1-Run-001
2343,2343,2343,20230403-5430-B03Fa1B3B74C_Threaten,2023-04-03,Threaten,-3.5,Verbal Conflict,,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'GJ\']""]']",2023-04-03,English,Ngec_Coder-Vers001-B1-Run-001
2344,2344,2344,20230403-3830-B77D10Bc27Cc_Request,2023-04-03,Request,0.0,Verbal Conflict,,Calcutta High Court,India,High Court,Calcutta High Court,Government Of West Bengal,India,Government,West Bengal Government,IND,"['[""[\'WB\']""]']",2023-04-03,English,Ngec_Coder-Vers001-B1-Run-001
2345,2345,2345,20230403-3830-B77D10Bc27Cc_Accuse,2023-04-03,Accuse,-3.0,Verbal Conflict,,Calcutta High Court,India,High Court,Calcutta High Court,Government Of West Bengal,India,Government,West Bengal Government,IND,"['[""[\'WB\']""]']",2023-04-03,English,Ngec_Coder-Vers001-B1-Run-001
2346,2346,2346,20230403-5430-B03Fa1B3B74C_Protest,2023-04-03,Protest,-5.0,Material Conflict,,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'GJ\']""]']",2023-04-03,English,Ngec_Coder-Vers001-B1-Run-001
2347,2347,2347,20230403-0561-F80E7E69Cad0_Accuse,2023-04-03,Accuse,-3.0,Verbal Conflict,,Bharatiya Janata Party,India,Political Party,Bjp,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'GJ\']""]']",2023-04-03,English,Ngec_Coder-Vers001-B1-Run-001
2348,2348,2348,20230403-2649-Fb60E866Ccac_Accuse,2023-04-03,Accuse,-3.0,Verbal Conflict,Election,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Narendra Modi,India,Prime Minister,Modi 'S Government,IND,"['[""[\'GJ\']""]']",2023-04-03,English,Ngec_Coder-Vers001-B1-Run-001
2349,2349,2349,20230403-8246-A91A821C5Dda_Coerce_Arrest,2023-04-03,Coerce,-7.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-04-03,English,Ngec_Coder-Vers001-B1-Run-001
2350,2350,2350,20230403-8298-C5Ad42C60F47_Coerce_Arrest,2023-04-03,Coerce,-7.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-04-03,English,Ngec_Coder-Vers001-B1-Run-001
2351,2351,2351,20230403-9903-0E32Fefd7D60_Accuse,2023-04-03,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-04-03,English,Ngec_Coder-Vers001-B1-Run-001
2352,2352,2352,20230403-9903-0E32Fefd7D60_Threaten,2023-04-03,Threaten,-3.5,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-04-03,English,Ngec_Coder-Vers001-B1-Run-001
2353,2353,2353,20230403-7757-2378Bea26907_Mobilize,2023-04-03,Mobilize,-5.5,Material Conflict,,Congee,,Diet,Congress,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'GJ\']""]']",2023-04-03,English,Ngec_Coder-Vers001-B1-Run-001
2354,2354,2354,20230404-0236-84082157Fc1B_Sanction,2023-04-04,Sanction,-6.0,Material Conflict,Election,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'KA\']""]']",2023-04-04,English,Ngec_Coder-Vers001-B1-Run-001
2355,2355,2355,20230404-0093-D395D5746Cbb_Threaten,2023-04-04,Threaten,-3.5,Verbal Conflict,,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2023-04-04,English,Ngec_Coder-Vers001-B1-Run-001
2356,2356,2356,20230404-0093-D395D5746Cbb_Assault,2023-04-04,Assault,-9.0,Material Conflict,,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2023-04-04,English,Ngec_Coder-Vers001-B1-Run-001
2357,2357,2357,20230404-0093-D395D5746Cbb_Accuse,2023-04-04,Accuse,-3.0,Verbal Conflict,,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2023-04-04,English,Ngec_Coder-Vers001-B1-Run-001
2358,2358,2358,20230404-4348-29Dff4C3276B_Accuse,2023-04-04,Accuse,-3.0,Verbal Conflict,,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2023-04-04,English,Ngec_Coder-Vers001-B1-Run-001
2359,2359,2359,20230404-8309-125Ed245Fd06_Concede,2023-04-04,Concede,4.5,Verbal Cooperation,,Calcutta High Court,India,High Court,Calcutta High Court,Government Of West Bengal,India,Government,West Bengal Government,IND,"['[""[\'DL\']""]']",2023-04-04,English,Ngec_Coder-Vers001-B1-Run-001
2360,2360,2360,20230404-8840-Cfdb56556274_Accuse,2023-04-04,Accuse,-3.0,Verbal Conflict,,Mallikarjun Kharge,India,Member Of Parliament,Mallikarjun Kharge,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'AR\']""]']",2023-04-04,English,Ngec_Coder-Vers001-B1-Run-001
2361,2361,2361,20230404-7591-8905E9Aab5E7_Accuse,2023-04-04,Accuse,-3.0,Verbal Conflict,,Mallikarjun Kharge,India,Member Of Parliament,Mallikarjun Kharge,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'AR\']""]']",2023-04-04,English,Ngec_Coder-Vers001-B1-Run-001
2362,2362,2362,20230404-5634-8A87C08B6433_Protest,2023-04-04,Protest,-5.0,Material Conflict,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'AS\']""]']",2023-04-04,English,Ngec_Coder-Vers001-B1-Run-001
2363,2363,2363,20230404-4348-29Dff4C3276B_Assault_Beat,2023-04-04,Assault,-7.5,Material Conflict,,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2023-04-04,English,Ngec_Coder-Vers001-B1-Run-001
2364,2364,2364,20230405-1802-8B3006Ad2Ead_Protest_Demo,2023-04-05,Protest,-5.0,Material Conflict,,Congee,,Diet,Congress Leaders,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'PB\']""]']",2023-04-05,English,Ngec_Coder-Vers001-B1-Run-001
2365,2365,2365,20230405-2828-41046E069955_Coerce_Arrest,2023-04-05,Coerce,-7.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Satyendra Kumar Jain,India,Cabinet Minister,Satyendar Jain,IND,"['[""[\'DL\']""]']",2023-04-05,English,Ngec_Coder-Vers001-B1-Run-001
2366,2366,2366,20230405-1025-5108330E4675_Accuse,2023-04-05,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi High Court,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-04-05,English,Ngec_Coder-Vers001-B1-Run-001
2367,2367,2367,20230405-5111-7D36C714472B_Request,2023-04-05,Request,0.0,Verbal Conflict,,Calcutta High Court,India,High Court,Calcutta High Court,Government Of West Bengal,India,Government,West Bengal Government,IND,"['[""[\'WB\']""]']",2023-04-05,English,Ngec_Coder-Vers001-B1-Run-001
2368,2368,2368,20230405-9928-Dd88B72Ec6Ee_Request,2023-04-05,Request,0.0,Verbal Conflict,,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Samajwadi Party,India,Political Party,Samajwadi Party,IND,"['[""[\'UP\']""]']",2023-04-05,English,Ngec_Coder-Vers001-B1-Run-001
2369,2369,2369,20230405-8920-75A53767Fbe0_Accuse,2023-04-05,Accuse,-3.0,Verbal Conflict,,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Samajwadi Party,India,Political Party,Samajwadi Party,IND,"['[""[\'UP\']""]']",2023-04-05,English,Ngec_Coder-Vers001-B1-Run-001
2370,2370,2370,20230405-3188-E5Ada103E764_Request,2023-04-05,Request,0.0,Verbal Conflict,,Calcutta High Court,India,High Court,Calcutta High Court,Government Of West Bengal,India,Government,West Bengal Government,IND,"['[""[\'WB\']""]']",2023-04-05,English,Ngec_Coder-Vers001-B1-Run-001
2371,2371,2371,20230405-9928-Dd88B72Ec6Ee_Accuse,2023-04-05,Accuse,-3.0,Verbal Conflict,,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Samajwadi Party,India,Political Party,Samajwadi Party,IND,"['[""[\'UP\']""]']",2023-04-05,English,Ngec_Coder-Vers001-B1-Run-001
2372,2372,2372,20230405-8920-75A53767Fbe0_Request,2023-04-05,Request,0.0,Verbal Conflict,,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Samajwadi Party,India,Political Party,Samajwadi Party,IND,"['[""[\'UP\']""]']",2023-04-05,English,Ngec_Coder-Vers001-B1-Run-001
2373,2373,2373,20230405-2742-6B4C6Bb90B61_Accuse,2023-04-05,Accuse,-3.0,Verbal Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-04-05,English,Ngec_Coder-Vers001-B1-Run-001
2374,2374,2374,20230405-2742-6B4C6Bb90B61_Coerce_Arrest,2023-04-05,Coerce,-7.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-04-05,English,Ngec_Coder-Vers001-B1-Run-001
2375,2375,2375,20230406-7271-088Ad66F8Dd4_Concede,2023-04-06,Concede,4.5,Verbal Cooperation,,Calcutta High Court,India,High Court,Division Bench Of The Calcutta High Court,Government Of West Bengal,India,Government,West Bengal Government,IND,"['[""[\'WB\']""]']",2023-04-06,English,Ngec_Coder-Vers001-B1-Run-001
2376,2376,2376,20230407-3665-E51989A84B8C_Accuse,2023-04-07,Accuse,-3.0,Verbal Conflict,Election,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress,IND,"['[""[\'KA\']""]']",2023-04-07,English,Ngec_Coder-Vers001-B1-Run-001
2377,2377,2377,20230407-0989-8D01Ee115D8E_Concede,2023-04-07,Concede,4.5,Verbal Cooperation,Election,Supreme Court,,Court Supreme,Supreme Court,Government Of Uttar Pradesh,India,Chief Of State,Uttar Pradesh Government,IND,"['[""[\'UP\']""]']",2023-04-07,English,Ngec_Coder-Vers001-B1-Run-001
2378,2378,2378,20230407-1014-B357996Ef3B6_Accuse,2023-04-07,Accuse,-3.0,Verbal Conflict,,Allahabad High Court,India,High Court,Allahabad High Court,Government Of Uttar Pradesh,India,Chief Of State,Uttar Pradesh Government,IND,"['[""[\'UP\']""]']",2023-04-07,English,Ngec_Coder-Vers001-B1-Run-001
2379,2379,2379,20230407-1899-Ce067C15239C_Accuse,2023-04-07,Accuse,-3.0,Verbal Conflict,Election,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress,IND,"['[""[\'KA\']""]']",2023-04-07,English,Ngec_Coder-Vers001-B1-Run-001
2380,2380,2380,20230408-8690-16Fbd4F92625_Accuse,2023-04-08,Accuse,-3.0,Verbal Conflict,Election,Ajit Pawar,India,Leader Of The Opposition,Ajit Pawar,Sharad Pawar,India,Chairman Of The Council Of Ministers,Sharad Pawar,IND,"['[""[\'MH\']""]']",2023-04-08,English,Ngec_Coder-Vers001-B1-Run-001
2381,2381,2381,20230408-9259-E36Ea6707460_Retreat,2023-04-08,Retreat,6.5,Material Cooperation,,Amit Shah,India,"Previously Held A Gov Role, So Coded As Eli.",Amit Shah,Congee,,Diet,Congress,IND,"['[""[\'UP\']""]']",2023-04-08,English,Ngec_Coder-Vers001-B1-Run-001
2382,2382,2382,20230409-1448-Ed6C121Fa765_Threaten,2023-04-09,Threaten,-3.5,Verbal Conflict,,Himanta Biswa Sarma,India,Chief Minister,Himanta Biswa Sarma,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'AS\']""]']",2023-04-09,English,Ngec_Coder-Vers001-B1-Run-001
2383,2383,2383,20230409-8420-8Bb7648Ec23C_Protest,2023-04-09,Protest,-5.0,Material Conflict,Election,Eknath Shinde,India,Chairman Of The Council Of Ministers,Eknath Shinde,Uddhav Thackeray,India,Sen.,Uddhav Thackeray,IND,"['[""[\'UP\']""]']",2023-04-09,English,Ngec_Coder-Vers001-B1-Run-001
2384,2384,2384,20230409-2139-38Ea397055B3_Accuse,2023-04-09,Accuse,-3.0,Verbal Conflict,,Himanta Biswa Sarma,India,Chief Minister,Himanta Biswa Sarma,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'AS\']""]']",2023-04-09,English,Ngec_Coder-Vers001-B1-Run-001
2385,2385,2385,20230409-8660-A8D4D2757D9D_Sanction,2023-04-09,Sanction,-6.0,Material Conflict,Election,Sachin Pilot,India,Member Of The Legislature,Sachin Pilot,Ashok Gehlot,India,Chief Minister,Ashok Gehlot,IND,"['[""[\'RJ\']""]']",2023-04-09,English,Ngec_Coder-Vers001-B1-Run-001
2386,2386,2386,20230409-1753-309C532A05Cf_Threaten,2023-04-09,Threaten,-3.5,Verbal Conflict,,Himanta Biswa Sarma,India,Chief Minister,Himanta Biswa Sarma,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'AS\']""]']",2023-04-09,English,Ngec_Coder-Vers001-B1-Run-001
2387,2387,2387,20230409-9708-649F702Ddc2D_Mobilize,2023-04-09,Mobilize,-5.5,Material Conflict,Election,Sachin Pilot,India,Member Of The Legislature,Sachin Pilot,Ashok Gehlot,India,Chief Minister,Ashok Gehlot,IND,"['[""[\'RJ\']""]']",2023-04-09,English,Ngec_Coder-Vers001-B1-Run-001
2388,2388,2388,20230410-1865-35D7C3D8A2C2_Accuse,2023-04-10,Accuse,-3.0,Verbal Conflict,,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'BR\']""]']",2023-04-10,English,Ngec_Coder-Vers001-B1-Run-001
2389,2389,2389,20230410-9185-36Eca5C321D1_Accuse,2023-04-10,Accuse,-3.0,Verbal Conflict,,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'BR\']""]']",2023-04-10,English,Ngec_Coder-Vers001-B1-Run-001
2390,2390,2390,20230410-9785-Bde877685661_Threaten,2023-04-10,Threaten,-3.5,Verbal Conflict,,Sachin Pilot,India,Member Of The Legislature,Sachin Pilot,Ashok Gehlot,India,Chief Minister,Ashok Gehlot,IND,"['[""[\'RJ\']""]']",2023-04-10,English,Ngec_Coder-Vers001-B1-Run-001
